source,target,time,distance
54,9,1575.2,37008.7
54,71,261.3,3422.8
32,65,1062.8,22880.4
32,31,2194.4,28613.9
32,56,2407.3,30713.7
32,35,1134.4,27224.9
32,13,585.7,8389.1
32,54,898.1,19215.4
32,28,401.5,5660.1
32,21,353.3,4805.8
32,66,1099.0,24760.2
32,68,1043.5,26338.2
32,72,1097.3,26939.4
32,34,1927.7,23902.4
32,3,1758.7,22363.2
32,10,1443.3,17667.9
32,14,1473.1,18153.5
32,29,1561.2,19131.2
32,50,1670.6,34455.2
32,59,1609.3,34007.0
32,42,1453.3,32681.5
32,60,1482.9,32811.2
32,20,740.3,13679.8
32,6,952.1,11463.5
32,37,1209.8,14993.2
32,74,1091.4,9781.8
32,61,1235.6,19942.8
32,70,1827.0,21849.8
32,7,1381.6,30034.8
32,69,1270.1,28248.6
32,75,1174.8,27500.8
32,8,1984.3,22612.0
32,64,2005.7,23130.3
32,27,1881.5,20780.7
32,1,1786.1,18514.8
32,46,1798.6,19512.0
32,57,1181.6,9597.5
32,18,1276.9,10966.0
32,73,1142.6,16631.1
32,19,1132.1,16334.3
32,51,990.9,15179.7
32,22,2943.9,35562.1
32,17,1388.8,30846.1
32,44,1243.8,27684.5
32,33,1145.7,24238.5
32,39,1180.2,13244.2
32,49,1245.8,14717.1
32,23,1222.3,14891.5
32,16,1247.5,14359.8
32,62,1146.3,13561.7
32,63,843.8,10826.1
32,53,1108.2,12738.1
32,47,1075.6,14292.0
32,11,1052.9,12826.0
32,43,1040.5,12595.3
32,52,792.0,10475.9
32,12,885.2,11152.0
32,25,842.1,11881.6
32,24,973.4,12995.1
32,55,923.6,11786.2
32,26,832.2,10188.4
32,4,941.6,13284.6
32,15,609.9,8519.3
32,45,957.1,13503.1
32,58,615.2,8881.5
32,40,553.3,7563.7
32,30,1195.0,15771.3
32,5,772.7,9676.1
32,36,375.2,5448.9
32,67,1249.4,16991.1
32,0,1308.5,15027.0
32,2,1157.7,14186.7
32,38,721.5,9844.0
32,48,1422.6,32342.1
32,41,943.6,14612.7
32,9,1342.1,30379.6
32,71,1021.5,22499.6
28,65,1014.8,22457.2
28,31,2210.2,46335.1
28,56,2190.6,51254.9
28,35,1086.4,26801.7
28,13,341.5,4241.5
28,54,850.1,18792.2
28,32,409.4,4279.4
28,21,206.3,2182.4
28,66,867.1,17913.5
28,68,811.6,19491.5
28,72,865.4,20092.6
28,34,1891.0,42643.8
28,3,1796.5,41772.8
28,10,1600.0,21706.4
28,14,1629.8,22192.0
28,29,1609.1,34139.5
28,50,1622.6,34032.0
28,59,1561.3,33583.8
28,42,1405.3,32258.4
28,60,1434.9,32388.0
28,20,690.9,8086.8
28,6,725.8,8684.6
28,37,1366.5,19031.7
28,74,1294.2,15207.0
28,61,1180.5,14349.8
28,70,1983.7,25888.3
28,7,1333.6,29611.6
28,69,1038.2,21401.8
28,75,942.9,20654.0
28,8,2029.9,44243.4
28,64,1961.3,43532.6
28,27,2038.2,24819.2
28,1,1942.8,22553.3
28,46,1925.8,37272.3
28,57,1040.7,13758.7
28,18,1119.4,12187.1
28,73,1299.3,20669.6
28,19,1288.8,20372.8
28,51,1147.6,19218.1
28,22,2712.0,28715.3
28,17,1156.9,23999.3
28,44,1195.8,27261.3
28,33,1097.7,23815.3
28,39,1336.9,17282.7
28,49,1380.4,25004.4
28,23,1379.0,18929.9
28,16,1404.2,18398.3
28,62,1303.0,17600.2
28,63,1000.5,14864.5
28,53,1264.9,16776.6
28,47,1231.2,22744.2
28,11,1209.6,16864.5
28,43,1197.2,16633.7
28,52,948.7,14514.4
28,12,1041.9,15190.5
28,25,998.8,15920.0
28,24,1130.1,17033.6
28,55,1080.3,15824.7
28,26,988.9,14226.8
28,4,942.3,19590.9
28,15,766.6,12557.8
28,45,814.0,18446.1
28,58,771.9,12920.0
28,40,710.0,11602.2
28,30,977.9,18734.0
28,5,929.4,13714.5
28,36,531.9,9487.3
28,67,1250.2,23278.3
28,0,1465.2,19065.5
28,2,1314.4,18225.2
28,38,878.2,13882.5
28,48,1374.6,31919.0
28,41,1100.3,18651.2
28,9,1110.2,23532.8
28,71,973.5,22076.5
21,65,981.5,19214.4
21,31,2271.2,31083.2
21,56,2301.6,52295.8
21,35,1053.1,23558.8
21,13,452.5,5282.4
21,54,816.8,15549.4
21,32,355.9,4575.3
21,28,210.4,2185.2
21,66,978.1,18954.4
21,68,922.6,20532.4
21,72,976.4,21133.6
21,34,2002.0,43684.7
21,3,1835.5,24832.5
21,10,1520.1,20137.2
21,14,1549.9,20622.8
21,29,1575.8,30896.7
21,50,1589.3,30789.1
21,59,1528.0,30340.9
21,42,1372.0,29015.5
21,60,1401.6,29145.2
21,20,555.4,6220.5
21,6,869.2,12097.6
21,37,1286.6,17462.5
21,74,1214.3,13637.8
21,61,1045.0,12483.5
21,70,1903.8,24319.1
21,7,1300.3,26368.8
21,69,1149.2,22442.8
21,75,1053.9,21695.0
21,8,2061.1,25081.3
21,64,2072.3,44573.5
21,27,1958.3,23250.0
21,1,1862.9,20984.1
21,46,1875.4,21981.3
21,57,1151.7,14799.7
21,18,1262.8,15600.1
21,73,1219.4,19100.4
21,19,1208.9,18803.6
21,51,1067.7,17649.0
21,22,2823.0,29756.3
21,17,1267.9,25040.3
21,44,1162.5,24018.5
21,33,1064.4,20572.4
21,39,1257.0,15713.5
21,49,1322.6,17186.4
21,23,1299.1,17360.8
21,16,1324.3,16829.1
21,62,1223.1,16031.0
21,63,920.6,13295.4
21,53,1185.0,15207.4
21,47,1152.4,16761.3
21,11,1129.7,15295.3
21,43,1117.3,15064.6
21,52,868.8,12945.3
21,12,962.0,13621.3
21,25,918.9,14350.9
21,24,1050.2,15464.4
21,55,1000.4,14255.5
21,26,909.0,12657.7
21,4,1018.4,15753.9
21,15,686.7,10988.7
21,45,925.0,19487.1
21,58,692.0,11350.8
21,40,630.1,10033.0
21,30,1088.9,19775.0
21,5,849.5,12145.4
21,36,452.0,7918.2
21,67,1326.2,19460.4
21,0,1385.3,17496.3
21,2,1234.5,16656.0
21,38,798.3,12313.3
21,48,1341.3,28676.1
21,41,1020.4,17082.0
21,9,1221.2,24573.8
21,71,940.2,18833.6
66,65,1431.2,33816.0
66,31,2073.1,38585.4
66,56,2053.5,43505.1
66,35,1502.8,38160.5
66,13,824.0,15969.5
66,54,1266.5,30151.0
66,32,1113.3,24383.2
66,28,890.8,17844.8
66,21,967.9,18370.6
66,68,198.2,1599.9
66,72,359.2,3571.6
66,34,1753.9,34894.0
66,3,1659.4,34023.0
66,10,1973.7,24676.8
66,14,2003.5,25162.4
66,29,2025.5,45498.3
66,50,2039.0,45390.8
66,59,1977.7,44942.6
66,42,1821.7,43617.2
66,60,1851.3,43746.8
66,20,1108.7,24615.4
66,6,528.2,5498.2
66,37,1785.4,23861.1
66,74,1757.7,41132.3
66,61,1604.0,30878.5
66,70,2132.4,28750.4
66,7,1750.0,40970.4
66,69,797.3,8656.7
66,75,702.0,7908.9
66,8,1892.8,36493.6
66,64,1824.2,35782.8
66,27,1973.0,36615.5
66,1,2204.1,25391.2
66,46,2216.6,26388.4
66,57,1029.0,10702.1
66,18,922.3,9819.5
66,73,1718.2,25499.0
66,19,1707.7,25202.2
66,51,1566.5,24047.6
66,22,2458.8,16206.5
66,17,815.8,9222.1
66,44,1612.2,38620.1
66,33,1514.1,35174.1
66,39,1598.2,20120.6
66,49,1186.7,17134.1
66,23,1336.8,19062.4
66,16,1636.4,21570.0
66,62,1490.4,20550.6
66,63,1156.2,15262.6
66,53,1526.2,19614.4
66,47,1037.5,14873.8
66,11,1110.7,15530.7
66,43,1225.4,17613.9
66,52,1302.0,18031.2
66,12,1129.7,15778.1
66,25,889.2,12990.2
66,24,1549.0,21863.0
66,55,1449.6,19317.7
66,26,1234.2,16887.4
66,4,748.6,11720.5
66,15,1114.4,16215.5
66,45,620.3,10575.8
66,58,1190.8,17749.4
66,40,1023.9,15018.8
66,30,784.2,10863.7
66,5,1190.7,16552.4
66,36,1209.4,27726.1
66,67,1056.5,15408.0
66,0,1726.5,21903.3
66,2,1636.7,21039.7
66,38,1297.1,18711.9
66,48,1791.0,43277.8
66,41,1519.2,23480.6
66,9,769.1,8755.6
66,71,1389.9,33435.3
68,65,1373.3,35934.4
68,31,2015.2,40703.7
68,56,1995.6,45623.5
68,35,1444.9,40278.9
68,13,766.1,18087.9
68,54,1208.6,32269.4
68,32,1055.4,26501.6
68,28,832.9,19963.2
68,21,910.0,20488.9
68,66,198.6,1599.9
68,72,161.0,1971.7
68,34,1696.0,37012.4
68,3,1601.5,36141.4
68,10,1915.8,26795.2
68,14,1945.6,27280.7
68,29,1967.6,47616.7
68,50,1981.1,47509.2
68,59,1919.8,47060.9
68,42,1763.8,45735.5
68,60,1793.4,45865.2
68,20,1050.8,26733.8
68,6,541.3,6034.3
68,37,1727.5,25979.5
68,74,1699.8,43250.7
68,61,1546.1,32996.8
68,70,2074.5,30868.8
68,7,1692.1,43088.8
68,69,779.8,10123.4
68,75,684.5,9375.6
68,8,1834.9,38612.0
68,64,1766.3,37901.2
68,27,1915.1,38733.8
68,1,2146.2,27509.6
68,46,2158.7,28506.7
68,57,950.1,14112.5
68,18,935.4,10355.7
68,73,1660.3,27617.4
68,19,1649.8,27320.5
68,51,1508.6,26165.9
68,22,2406.6,21128.4
68,17,798.3,10688.8
68,44,1554.3,40738.5
68,33,1456.2,37292.4
68,39,1540.3,22238.9
68,49,1128.8,19252.4
68,23,1278.9,21180.7
68,16,1578.5,23688.4
68,62,1432.5,22669.0
68,63,1098.3,17380.9
68,53,1468.3,21732.8
68,47,979.6,16992.2
68,11,1052.8,17649.0
68,43,1167.5,19732.3
68,52,1244.1,20149.6
68,12,1071.8,17896.5
68,25,831.3,15108.5
68,24,1491.1,23981.4
68,55,1391.7,21436.1
68,26,1176.3,19005.7
68,4,690.7,13838.9
68,15,1056.5,18333.8
68,45,562.4,12694.2
68,58,1132.9,19867.8
68,40,966.0,17137.2
68,30,726.3,12982.0
68,5,1132.8,18670.8
68,36,1151.5,29844.5
68,67,998.6,17526.4
68,0,1668.6,24021.7
68,2,1578.8,23158.0
68,38,1239.2,20830.3
68,48,1733.1,45396.1
68,41,1461.3,25598.9
68,9,751.6,10222.2
68,71,1332.0,35553.6
72,65,1435.7,36564.4
72,31,2077.6,41333.7
72,56,2058.0,46253.4
72,35,1507.3,40908.8
72,13,828.5,18717.9
72,54,1271.0,32899.3
72,32,1117.8,27131.5
72,28,895.3,20593.1
72,21,972.4,21118.9
72,66,353.6,3553.3
72,68,155.0,1953.4
72,34,1758.4,37642.3
72,3,1663.9,36771.4
72,10,1978.2,27425.2
72,14,2008.0,27910.7
72,29,2030.0,48246.6
72,50,2043.5,48139.1
72,59,1982.2,47690.9
72,42,1826.2,46365.5
72,60,1855.8,46495.2
72,20,1113.2,27363.8
72,6,626.6,9056.6
72,37,1789.9,26609.5
72,74,1762.2,43880.6
72,61,1608.5,33626.8
72,70,2136.9,31498.8
72,7,1754.5,43718.7
72,69,842.2,10753.3
72,75,746.9,10005.5
72,8,1897.3,39241.9
72,64,1828.7,38531.2
72,27,1977.5,39363.8
72,1,2208.6,28139.5
72,46,2221.1,29136.7
72,57,1012.5,14742.4
72,18,1020.7,13378.0
72,73,1722.7,28247.3
72,19,1712.2,27950.5
72,51,1571.0,26795.9
72,22,2469.0,21758.3
72,17,860.7,11318.7
72,44,1616.7,41368.5
72,33,1518.6,37922.4
72,39,1602.7,22868.9
72,49,1191.2,19882.4
72,23,1341.3,21810.7
72,16,1640.9,24318.3
72,62,1494.9,23299.0
72,63,1160.7,18010.9
72,53,1530.7,22362.8
72,47,1042.0,17622.2
72,11,1115.2,18279.0
72,43,1229.9,20362.2
72,52,1306.5,20779.6
72,12,1134.2,18526.4
72,25,893.7,15738.5
72,24,1553.5,24611.4
72,55,1454.1,22066.1
72,26,1238.7,19635.7
72,4,753.1,14468.9
72,15,1118.9,18963.8
72,45,624.8,13324.1
72,58,1195.3,20497.8
72,40,1028.4,17767.2
72,30,788.7,13612.0
72,5,1195.2,19300.7
72,36,1213.9,30474.4
72,67,1061.0,18156.3
72,0,1731.0,24651.7
72,2,1641.2,23788.0
72,38,1301.6,21460.3
72,48,1795.5,46026.1
72,41,1523.7,26228.9
72,9,814.0,10852.2
72,71,1394.4,36183.6
34,65,1966.4,29862.5
34,31,854.1,8364.5
34,56,1067.0,10464.3
34,35,1645.5,21776.0
34,13,1873.5,42273.2
34,54,1950.5,30253.2
34,32,1923.6,23279.9
34,28,1940.3,44148.5
34,21,2017.4,44674.3
34,66,1726.6,35563.4
34,68,1671.1,37141.4
34,72,1724.9,37742.6
34,3,297.3,2337.2
34,10,1637.0,17424.0
34,14,1666.8,17909.6
34,29,1754.9,18887.3
34,50,1781.1,17031.3
34,59,1735.4,16507.8
34,42,1687.3,16464.2
34,60,1721.6,16620.6
34,20,2158.2,50919.1
34,6,1890.3,38065.9
34,37,1505.4,16503.7
34,74,1940.8,21284.8
34,61,2060.2,24822.1
34,70,691.1,6368.9
34,7,1884.3,24585.9
34,69,1557.5,29284.8
34,75,1506.0,28990.4
34,8,252.5,1882.7
34,64,273.9,2401.0
34,27,442.9,3776.5
34,1,1393.4,12429.3
34,46,1296.7,12124.5
34,57,2084.2,38394.1
34,18,2179.5,39762.6
34,73,1461.3,16623.3
34,19,1561.0,17387.0
34,51,1616.6,18131.9
34,22,3143.6,35782.5
34,17,1788.8,34435.3
34,44,2185.4,35147.8
34,33,2087.3,31701.8
34,39,934.7,9142.2
34,49,1058.0,12722.3
34,23,859.5,10655.5
34,16,955.2,9754.5
34,62,833.7,9946.6
34,63,1136.4,12955.8
34,53,993.8,11096.2
34,47,1154.3,13691.4
34,11,1033.2,12488.0
34,43,985.2,12029.3
34,52,1205.6,12895.7
34,12,1157.8,13572.8
34,25,1329.9,15490.0
34,24,1215.1,13324.4
34,55,1112.9,12064.9
34,26,1255.5,13859.2
34,4,1481.7,17913.4
34,15,1477.6,16118.7
34,45,1505.9,18355.0
34,58,1383.2,14756.4
34,40,1611.6,17055.8
34,30,1651.7,31796.5
34,5,1365.7,14131.1
34,36,1723.2,18678.0
34,67,1256.0,14830.3
34,0,993.0,9843.8
34,2,1092.3,11154.4
34,38,1294.9,13810.5
34,48,1751.5,17119.1
34,41,1660.8,19948.4
34,9,1742.1,33968.8
34,71,1913.5,29290.4
3,65,1917.2,29149.9
3,31,1002.2,13134.6
3,56,982.6,18054.3
3,35,1596.3,21063.3
3,13,1695.9,40670.8
3,54,1901.3,29540.6
3,32,1830.9,22391.0
3,28,1762.7,42546.1
3,21,1839.8,43071.9
3,66,1549.0,33961.0
3,68,1493.5,35539.0
3,72,1547.3,36140.2
3,34,282.3,2274.1
3,10,1587.8,16711.4
3,14,1617.6,17196.9
3,29,1705.7,18174.7
3,50,1791.6,16549.8
3,59,1745.9,16026.3
3,42,1697.8,15982.7
3,60,1732.1,16139.1
3,20,1980.6,49316.7
3,6,1712.7,36463.5
3,37,1456.2,15791.1
3,74,1891.6,20572.2
3,61,2011.0,24109.4
3,70,749.8,6083.4
3,7,1835.1,23873.2
3,69,1379.9,27682.4
3,75,1328.4,27388.0
3,8,387.4,3068.8
3,64,408.8,3587.2
3,27,393.7,3063.8
3,1,1382.7,12708.1
3,46,1307.2,11643.1
3,57,1906.6,36791.7
3,18,2001.9,38160.2
3,73,1412.1,15910.7
3,19,1511.8,16674.4
3,51,1567.4,17419.3
3,22,2966.0,34180.2
3,17,1611.2,32832.9
